area,file_name,minister,ministry
parit buntar,20150616_Parliamentary_Reply_soalan-35.txt,Dr. Mujahid Yusof Rawa,menteri pendidikan
,20140609_soalan-21.txt,,menteri dalam negeri
,20150618_ParliamentaryReply_soalan-24_1452054423.txt,,
bagan,20150526_Parliamentary_Reply_soalan-49.txt,Lim Guan Eng,menteri kewangan
,20140408_26-50_soalan-0-intro.txt,,menteri pertahanan
kuala langat,20140612_soalan-108.txt,Abdullah Sani Abdul Hamid,menteri pendidikan
,20140618_soalan-75.txt,,perdana menteri
petaling java selatan,Mar-Apr_2015_Soalan_Bertulis_501-578_soalan-522.txt,Hee Loy Sian,menteri pertahanan
isnin,20140317_21-50_soalan-45.txt,Lim Kit Siang,menteri pertahanan
kota melaka,20150518_20150618_S301_S400_soalan-316.txt,Sim Tong Him,menteri kerja raya
sibuti,20140619_soalan-59.txt,Ahmad Bin Bujang,menteri dalam negeri
,20150312_Parliamentary_Reply_soalan-53.txt,,perdana menteri
,20140618_soalan-24.txt,Takiyuddin Bin Hassan,menteri perdagangan antarabangsa dan industri
julau,20140312_15-40_soalan-38.txt,Joseph Salang Gandum,perdana menteri
parit,20140403_37-60_soalan-54.txt,,menteri sumber manusia
raub,20140611_soalan-69.txt,Ariff Sabri Abd Aziz,menteri perdagangan antarabangsa dan industri
gerik,20140320_1-30_soalan-5.txt,Hasbullah Bin Osman,menteri sumber asli dan alam sekitar
tumpat,20141127_Parliamentary_Reply_soalan-12.txt,Kamarudin Bin Jaffar,menteri luar negeri
tebrau,20151026_DR_JawabLisan_soalan-3.txt,Khoo Soo Seang,menteri pendidikan
kuala nerus 1,20140610_soalan-140.txt,Mohd Khairuddin Bin Aman Razali,perdana menteri
,20150518_Parliamentary_Reply_soalan-0-intro.txt,,
bukit katil,20140402_1-30_soalan-4.txt,Shamsul Iskandar Mohd Akin,menteri dalam negeri
,20140408_26-50_soalan-50.txt,,menteri dalam negeri
,20150319_Parliamentary_Reply_soalan-16.txt,,menteri kesihatan
,Soalan_11-49_Oct_29_soalan-0-intro.txt,,
batu,20140320_31-60_soalan-49.txt,Chua Tian Chang,perdana menteri
seputeh,Soalan_08-59_Oct_14_soalan-40.txt,Teresa Kok Suh Sim,menteri kewangan
kuala nerus,20140612_soalan-69_1457586070.txt,Mohd Khairuddin Bin Aman Razali,perdana menteri
seremban,20150518_Parliamentary_Reply_soalan-76.txt,Loke Siew Fook,perdana menteri
,20150518_20150618_S1_S100_soalan-43_1439717419.txt,,menteri luar negeri
mas gading 1,Soalan_07-56_Oct_17_soalan-23.txt,Nogeh Anak Gumbek,menteri pendidikan
,Mar-Apr_2015_Soalan_Bertulis_201-300_soalan-210.txt,,menteri kesihatan
,20151130__DR_JawabLisan_soalan-28.txt,,
tumpat,20141126_Parliamentary_Reply_soalan-45.txt,Kamarudin Bin Jaffar,menteri kewangan
kepong,Soalan_08-55_Oct_13_soalan-12.txt,Tan Seng Giaw,menteri pendidikan
jasin,20150317_Parliamentary_Reply_soalan-43.txt,Ahmad Hamzah,menteri kewangan
alor gajah,20140618_soalan-61.txt,Koh Nai Kwong,perdana menteri
sungaisiput,Mar-Apr_2015_Soalan_Bertulis_401-500_soalan-479.txt,,menteri dalam negeri
langkawi,20150526_Parliamentary_Reply_soalan-55.txt,Nawawi Ahmad,menteri kerja raya
sekijang,20150608_Parliamentary_Reply_soalan-17.txt,,menteri kewangan
,20150518_20150618_S1_S100_soalan-61.txt,,perdana menteri
kota tinggi,20150616_Parliamentary_Reply_soalan-57.txt,Noor Ehsanuddin Mohd Harun Narrashid,menteri kesejahteraan bandar perumahan dan kerajaan tempatan
sepanggar,20150518_20150618_S101_S200_soalan-154.txt,Jumat Idris,menteri kerja raya
petaling jaya selatan,20140317_21-50_soalan-24.txt,Hee Loy Sian,menteri dalam negeri
,20150310_Parliamentary_Reply_soalan-18.txt,,menteri pertanian dan industri asas tani
batu gajah,20151123__DR_JawabLisan_soalan-24.txt,Sivakumar A/L Varatharaju Naidu,menteri pendidikan
kuala selangor,20140331_1-30_soalan-23_1457586847_1457586847.txt,Irmohizam Bin Ibrahim,menteri dalam negeri
,20151104__DR_JawabLisan_soalan-0-intro.txt,,
,20150518_20150618_S101_S200_soalan-131.txt,,menteri pendidikan
pandan,20151125__DR_JawabLisan_soalan-28.txt,Mohd Rafizi Bin Ramli,menteri pendidikan tinggi
kinabatangan,20151019_DR_JawabLisan_soalan-60.txt,,menteri sumber asli dan alam sekitar
sandakan,Soalan_8-54_Oct_8_soalan-51.txt,Wong Tien Fatt,menteri dalam negeri
,20151028__DR_JawabLisan_soalan-58.txt,,menteri sumber asli dan alam sekitar
,20140618_soalan-97.txt,,menteri belia dan sukan
,Mar-Apr_2015_Soalan_Bertulis_401-500_soalan-435.txt,,menteri tenaga teknologi hijau dan air
paya besar,20151124__DR_JawabLisan_soalan-17.txt,Abdul Manan Ismail,menteri pendidikan tinggi
hulu langat,20151202__DR_JawabLisan_soalan-32.txt,Che Rosli Bin Che Mat,perdana menteri
kuala krai,20140312_61-79_soalan-65.txt,Mohd Hatta Md Ramli,menteri perdagangan antarabangsa dan industri
jelebu,20140616_soalan-132_1457586153.txt,Zainudin Ismail,perdana menteri
kelana jaya,20151020__DR_JawabLisan_soalan-22.txt,Wong Chen,menteri dalam negeri
,20151020__DR_JawabLisan_soalan-58.txt,,menteri pertahanan
batu pahat,20140331_31-60_soalan-49.txt,,menteri pendidikan
,20140612_soalan-50.txt,,menteri wilayah persekutuan
sandakan,20150310_Parliamentary_Reply_soalan-46.txt,Wong Tien Fatt,menteri pendidikan
gerik,20150310_Parliamentary_Reply_soalan-21.txt,Hasbullah Bin Osman,menteri dalam negeri
jerantut,20141120_Parliamentary_Reply_soalan-21.txt,Ahmad Nazlan Bin Idris,menteri dalam negeri
kampar,20150608_Parliamentary_Reply_soalan-49.txt,Ko Chung Sen,menteri kewangan
jerlun,20140405_26-50_soalan-27.txt,Othman Aziz,menteri perdagangan dalam negeri koperasi dan kepenggunaan
jelutong,20151125__DR_JawabLisan_soalan-55.txt,Ooi Chuan Aun,perdana menteri
terbau,Soalan_07-56_Oct_17_soalan-15.txt,Khoo Soo Seang,menteri kewangan
bayan baru 1,Oct_Bertulis_Soalan_401-500_soalan-474.txt,Sim Tze Tzin,perdana menteri
batu gajah,Oct_Bertulis_Soalan_201-300_soalan-240.txt,Sivakumar A/L Varatharaju Naidu,perdana menteri
,20140317_1-20_soalan-9.txt,Wilson Ugak Kumbong,menteri perdagangan antarabangsa dan industri
,20150518_20150618_S201_S300_soalan-278.txt,,
ipoh timor,20151020__DR_JawabLisan_soalan-20.txt,Su Keong Siong,menteri luar negeri
,20150330_Parliamentary_Reply_soalan-42.txt,,menteri pertanian dan industri asas tani
kanowit,20140408_26-50_soalan-37.txt,Aaron Ago Dagang,menteri pelancongan dan kebudayaan
,20151201__DR_JawabLisan_soalan-24_1452054481.txt,,
sik,20141126_Parliamentary_Reply_soalan-25.txt,Mansor Bin Abd Rahman,menteri pendidikan
subang,20140311_16-40_soalan-23.txt,Sivarasa Rasiah,perdana menteri
,20140617_soalan-133.txt,,
jerlun 1,20140331_31-60_soalan-0-intro.txt,Othman Aziz,menteri perusahaan perladangan dan komoditi
kuala kangsar,20150311_Parliamentary_Reply_soalan-29.txt,Wan Mohammad Khair-Il Anuar Bin Wan Ahmad,menteri pendidikan
kota kinabalu,20140611_soalan-38.txt,Wong Sze Phin,menteri pelancongan dan kebudayaan
,Soalan_07-56_Oct_16_soalan-39.txt,,menteri pengangkutan
,20150615_Parliamentary_Reply_soalan-75.txt,,menteri perdagangan dalam negeri koperasi dan kepenggunaan
ipoh timor,20140611_soalan-12.txt,Su Keong Siong,menteri kerja raya
,20140318_26-60_soalan-32.txt,,menteri belia dan sukan
,20150520_Parliamentary_Reply_soalan-9.txt,,menteri kesihatan
,20140409_26-50_soalan-43.txt,,menteri kesihatan
,20140402_31-53_soalan-31.txt,,menteri pertahanan
pokok sena,20151019_DR_JawabLisan_soalan-34.txt,Mahfuz Haji Omar,menteri dalam negeri
pengkalan chepa 1,20140405_26-50_soalan-43.txt,,menteri pendidikan
bayan baru,20140325_61-76_soalan-75.txt,Sim Tze Tzin,perdana menteri
kelana java,20150325_Parliamentary_Reply_soalan-36.txt,Wong Chen,menteri kewangan
gerik,201406_SoalanBertulis_soalan-36.txt,Hasbullah Bin Osman,menteri pelancongan dan kebudayaan
petaling jaya selatan,20150610_Parliamentary_Reply_soalan-83.txt,Hee Loy Sian,menteri kerja raya
rasah,20150324_Parliamentary_Reply_soalan-58.txt,Teo Kok Seong,menteri kewangan
,20140616_soalan-41.txt,,menteri tenaga teknologi hijau dan air
,20150615_Parliamentary_Reply_soalan-81.txt,,menteri kesihatan
,20150610_Parliamentary_Reply_soalan-16.txt,,perdana menteri
,20140609_soalan-116.txt,,menteri belia dan sukan
kuantan,20151029__DR_JawabLisan_soalan-46.txt,Fuziah Binti Salleh,menteri perdagangan dalam negeri koperasi dan kepenggunaan
lembah pantai,20151202__DR_JawabLisan_soalan-24.txt,Nurul Izzah Anwar,menteri pendidikan tinggi
lanang,20151027_DR_JawabLisan_soalan-54.txt,Alice Lau Kiong Yieng,menteri dalam negeri
temerloh,20150520_Parliamentary_Reply_soalan-72.txt,Nasrudin Bin Hassan,menteri kewangan
bagan,20150407_Parliamentary_Reply_soalan-67.txt,Lim Guan Eng,menteri dalam negeri
,20141127_Parliamentary_Reply_soalan-9.txt,,menteri kemajuan luar bandar dan wilayah
bukit geiugor,20150616_Parliamentary_Reply_soalan-67.txt,Ramkarpal Singh  A/L Karpal Singh,menteri dalam negeri
,20141125_Parliamentary_Reply_soalan-15.txt,Reezal Merican Bin Naina Merican,menteri perdagangan antarabangsa dan industri
,20140405_26-50_soalan-28.txt,,menteri pertanian dan industri asas tani
bukit gantang,20140618_soalan-103.txt,,menteri pendidikan
bintulu,20140331_1-30_soalan-23.txt,Tiong King Sing,menteri pendidikan
,20150518_20150618_S1_S100_soalan-0-intro.txt,,
tebrau,Mar-Apr_2015_SoalanBertulis_101-200_soalan-141.txt,Khoo Soo Seang,perdana menteri
klang,20140610_soalan-46.txt,Charles Anthony A/L R. Santiago,menteri dalam negeri
simpang renggam,20150407_Parliamentary_Reply_soalan-38.txt,Liang Teck Meng,menteri perdagangan dalam negeri koperasi dan kepenggunaan
kota kinabalu,20150520_Parliamentary_Reply_soalan-82.txt,Wong Sze Phin,menteri dalam negeri
,20141120_Parliamentary_Reply_soalan-42.txt,,menteri kesihatan
batu sapi,20151027_DR_JawabLisan_soalan-13.txt,Tsen Thau Lin,menteri pendidikan tinggi
tanjong karang,20141119_Parliamentary_Reply_soalan-31.txt,Noh Bin Omar,menteri pendidikan
kuala krai,Oct_Bertulis_Soalan_301-400_soalan-393_1439533578.txt,,menteri perdagangan dalam negeri koperasi dan kepenggunaan
,20140618_soalan-9.txt,,menteri kewangan
ampang,Mar-Apr_2015_Soalan_Bertulis_501-578_soalan-508.txt,,menteri pembangunan wanita keluarga dan masyarakat
lpoh barat,20150331_Parliamentary_Reply_soalan-49.txt,M. Kulasegaran A/L V. Murugeson,perdana menteri
sungai petani,20140311_16-40_soalan-27.txt,Johari Bin Abdullah,perdana menteri
,20151028__DR_JawabLisan_soalan-13.txt,,perdana menteri
sayan baru,20140311_1-15_soalan-10.txt,Sim Tze Tzin,perdana menteri
,20150518_20150618_S101_S200_soalan-178.txt,,
,20150518_20150618_S201_S300_soalan-293.txt,,
tasek gelugor,20141119_Parliamentary_Reply_soalan-40.txt,Shabudin Yahaya,perdana menteri
libaran,20151019_DR_JawabLisan_soalan-54.txt,Juslie Ajirol,menteri pelancongan dan kebudayaan
machang,Mar-Apr_2015_SoalanBertulis_1-100_soalan-25.txt,Ahmad Jazlan Bin Yaakub,menteri kewangan
,201406_SoalanBertulis_soalan-81.txt,,
tebrau,20150518_20150618_S101_S200_soalan-133.txt,Khoo Soo Seang,menteri perdagangan dalam negeri koperasi dan kepenggunaan
,20150310_Parliamentary_Reply_soalan-52.txt,,menteri kesihatan
shah alam,20150518_20150618_S401_S500_soalan-420.txt,Khalid Abdul Samad,menteri pertanian dan industri asas tani
bukit mertajam,20150611_Parliamentary_Reply_soalan-72.txt,Sim Chee Keong,menteri perdagangan dalam negeri koperasi dan kepenggunaan
sri a111an,Soalan_8-61_Oct_7_soalan-54.txt,Masir Kujat,menteri pendidikan
batu pahat,20141125_Parliamentary_Reply_soalan-30.txt,,menteri sumber asli dan alam sekitar
bayan baru 1,20140610_soalan-37.txt,Sim Tze Tzin,menteri komunikasi dan multimedia
,20150518_20150618_S1_S100_soalan-60.txt,,menteri belia dan sukan
,20141117_Parliamentary_Reply_soalan-20.txt,,menteri belia dan sukan
batu,20150312_Parliamentary_Reply_soalan-49.txt,Chua Tian Chang,menteri pendidikan
temerloh,20151104__DR_JawabLisan_soalan-47.txt,Nasrudin Bin Hassan,menteri dalam negeri
,20140618_soalan-59.txt,,menteri kesihatan
,20150408_Parliamentary_Reply_soalan-35.txt,,menteri kesihatan
lipis bn,Oct_Bertulis_Soalan_1-100_soalan-70.txt,Mohamad Abdul Rahman,menteri belia dan sukan
nibong tebal 1,20150326_Parliamentary_Reply_soalan-36.txt,Mansor Bin Othman,menteri dalam negeri
paya besar,20150518_20150618_S1_S100_soalan-77.txt,Abdul Manan Ismail,menteri perdagangan dalam negeri koperasi dan kepenggunaan
rabu,20140618_soalan-60.txt,Johari Abdul,menteri belia dan sukan
sekijang,20150323_Parliamentary_Reply_soalan-60.txt,,menteri dalam negeri
sungai petani minta perdana menteri,Mar-Apr_2015_Soalan_Bertulis_401-500_soalan-467.txt,Johari Bin Abdullah,perdana menteri
kota raja,20150407_Parliamentary_Reply_soalan-35.txt,Siti Mariah Binti Mahmud,menteri pendidikan
kluang,Mar-Apr_2015_Soalan_Bertulis_301-400_soalan-330.txt,Liew Chin Tong,menteri kerja raya
alor setar,20151029__DR_JawabLisan_soalan-18.txt,Gooi Hsiao-Leung,menteri pendidikan
alor gajah,20150611_Parliamentary_Reply_soalan-15.txt,Koh Nai Kwong,menteri dalam negeri
raub,20150616_Parliamentary_Reply_soalan-42.txt,Ariff Sabri Abd Aziz,menteri kewangan
jelutong,Soalan_7-54_Oct_30_soalan-37.txt,,menteri kewangan
,Mar-Apr_2015_SoalanBertulis_101-200_soalan-188.txt,,menteri pertanian dan industri asas tani
tanjong malim,20150402_Parliamentary_Reply_soalan-53.txt,Ong Ka Chuan,menteri dalam negeri
,20150528_Parliamentary_Reply_soalan-10.txt,,menteri kesihatan
pasir puteh,20150310_Parliamentary_Reply_soalan-12.txt,Nik Mazian Bin Nik Mohamad,menteri perdagangan dalam negeri koperasi dan kepenggunaan
,20141106_Parliamentary_Reply_soalan-40.txt,,menteri dalam negeri
jerantut,20150617_Parliamentary_Reply_soalan-66.txt,Ahmad Nazlan Bin Idris,menteri pendidikan
batu gajah,Mar-Apr_2015_Soalan_Bertulis_201-300_soalan-251.txt,Sivakumar A/L Varatharaju Naidu,menteri pembangunan wanita keluarga dan masyarakat
setiawangsa,Soalan_08-55_Oct_13_soalan-19.txt,Ahmad Fauzi Zahari,menteri perdagangan dalam negeri koperasi dan kepenggunaan
batu kawan,20150518_20150618_S201_S300_soalan-206.txt,Kasthuriraani Patto,perdana menteri
,20140401_soalan-2.txt,,menteri kemajuan luar bandar dan wilayah
batu gajah,20140610_soalan-16_1457585804.txt,Sivakumar A/L Varatharaju Naidu,menteri pendidikan
petaling jaya selatan,20151119__DR_JawabLisan_soalan-28.txt,Hee Loy Sian,menteri kewangan
,20151118__DR_JawabLisan_soalan-31.txt,,perdana menteri
gombak,2014040_71-25_soalan-22.txt,Ali Mohamed,menteri pendidikan
ampang,20140331_31-60_soalan-41.txt,Zuraida Kamaruddin,menteri pembangunan wanita keluarga dan masyarakat
kuala kangsar,20140402_1-30_soalan-7.txt,Wan Mohammad Khair-Il Anuar Bin Wan Ahmad,menteri wilayah persekutuan
,20150608_Parliamentary_Reply_soalan-43.txt,,
bagan serai,20150519_Parliamentary_Reply_soalan-31.txt,Noor Azmi Bin Ghazali,menteri kewangan
,20150526_Parliamentary_Reply_soalan-40.txt,,menteri sumber manusia
silam,20140609_soalan-114.txt,Datu Nasrun Datu Mansur,menteri kewangan
bukit gelugor 1,20141104_Parliamentary_Reply_soalan-38.txt,Karpal Singh,perdana menteri
pokok sena 1,20140405_26-50_soalan-null.txt,Mahfuz Haji Omar,perdana menteri
bachok,20151119__DR_JawabLisan_soalan-32.txt,Ahmad Marzuk Bin Shaary,menteri pelancongan dan kebudayaan
keningau,20140611_soalan-60.txt,Joseph Pairin Kitingan,menteri pengangkutan
,20151104__DR_JawabLisan_soalan-12.txt,,perdana menteri
batu,20150311_Parliamentary_Reply_soalan-60.txt,Chua Tian Chang,menteri kewangan
sibuti 194,20150518_20150618_S101_S200_soalan-194.txt,Ahmad Bin Bujang,menteri kemajuan luar bandar dan wilayah
limbang,20150312_Parliamentary_Reply_soalan-66.txt,Hasbi Habibollah,menteri kerja raya
kulai,Mar-Apr_2015_Soalan_Bertulis_301-400_soalan-335.txt,Teo Nie Ching,perdana menteri
limbang 1,20141103_Parliamentary_Reply_soalan-23.txt,Hasbi Habibollah,perdana menteri
bachok,20151126__DR_JawabLisan_soalan-52.txt,Ahmad Marzuk Bin Shaary,menteri kewangan
bagan,20140401_9-30_soalan-14.txt,Lim Guan Eng,menteri kerja raya
puchong,20140331_61-75_soalan-65.txt,Gobind Singh Deo,menteri kerja raya
kulim bandar baharu,20140612_soalan-34.txt,,menteri sumber asli dan alam sekitar
sungai siput,Soalan_08-56_Oct_27_soalan-12.txt,Michael Jeyakumar Devaraj,menteri dalam negeri
gerik,20140611_soalan-122_1457585961.txt,Hasbullah Bin Osman,perdana menteri
,Soalan_07-56_Oct_17_soalan-0-intro.txt,,menteri pendidikan
,20151104__DR_JawabLisan_soalan-24.txt,,menteri kesihatan
,20140610_soalan-111.txt,,menteri kesihatan
selasa 56,20150324_Parliamentary_Reply_soalan-56.txt,Abdul Azeez Bin Abdul Rahim,menteri kemajuan luar bandar dan wilayah
kalabakan,20150331_Parliamentary_Reply_soalan-54.txt,Abdul Ghapur Salleh,menteri kerja raya
kuala langat,20150319_Parliamentary_Reply_soalan-43.txt,Abdullah Sani Abdul Hamid,menteri dalam negeri
gerik,20140619_soalan-7.txt,Hasbullah Bin Osman,menteri sumber manusia
sungai siput,20150518_20150618_S401_S500_soalan-450.txt,Michael Jeyakumar Devaraj,menteri perusahaan perladangan dan komoditi
lubok antu,20140411_41-72_soalan-65.txt,William Nyallau Badak,menteri perdagangan dalam negeri koperasi dan kepenggunaan
bagan,Oct_Bertulis_Soalan_101-200_soalan-195.txt,Lim Guan Eng,perdana menteri
bintulu 1,20140320_31-60_soalan-38.txt,Tiong King Sing,perdana menteri
libaran,20140612_soalan-105.txt,Juslie Ajirol,menteri luar negeri
tanjong,20150324_Parliamentary_Reply_soalan-38.txt,Ng Wei Aik,menteri dalam negeri
,20151028__DR_JawabLisan_soalan-42.txt,,perdana menteri
klang,20140320_31-60_soalan-54.txt,Charles Anthony A/L R. Santiago,menteri dalam negeri
bukit katil,Oct_Bertulis_Soalan_501-569_soalan-553.txt,Shamsul Iskandar Mohd Akin,perdana menteri
,20150402_Parliamentary_Reply_soalan-20.txt,,perdana menteri
libaran,20150518_20150618_S101_S200_soalan-172.txt,Juslie Ajirol,perdana menteri
parit,20150330_Parliamentary_Reply_soalan-59.txt,Mohd Zaim Bin Abu Hasan,menteri dalam negeri
penampang 20 mac 2014,20140320_1-30_soalan-6.txt,Ignatius Dorell Leiking,perdana menteri
tanjong piai,20151021__DR_JawabLisan_soalan-58.txt,Wee Jeck Seng,menteri kerja raya
sepang,20150518_Parliamentary_Reply_soalan-4_1435138716.txt,Mohamed Hanipa Maidin,menteri luar negeri
,20150520_Parliamentary_Reply_soalan-83.txt,,perdana menteri
setiawangsa,20150609_Parliamentary_Reply_soalan-1.txt,Ahmad Fauzi Zahari,menteri dalam negeri
wangsa maju,20150312_Parliamentary_Reply_soalan-30.txt,Tan Kee Kwong,menteri kewangan
telok kemang,20140619_soalan-35.txt,Kamarul Baharin Abbas,menteri pendidikan
,20140617_soalan-28.txt,,menteri tenaga teknologi hijau dan air
mukah 1,20140616_soalan-11.txt,Muhammad Abdullah,menteri luar negeri
gelang patah,Soalan_10-62_Oct_9_soalan-47.txt,Lim Kit Siang,perdana menteri
tanjong malim,20140612_soalan-17.txt,Ong Ka Chuan,menteri sumber asli dan alam sekitar
setiu,20150526_Parliamentary_Reply_soalan-62.txt,Che Mohamad Zulkifly Bin Jusoh,menteri pendidikan
kuala nerus,Mar-Apr_2015_Soalan_Bertulis_401-500_soalan-409.txt,Mohd Khairuddin Bin Aman Razali,menteri perdagangan dalam negeri koperasi dan kepenggunaan
bukit gelugor,20150330_Parliamentary_Reply_soalan-61.txt,Karpal Singh,menteri dalam negeri
bintulu,20150518_Parliamentary_Reply_soalan-15.txt,Tiong King Sing,menteri kewangan
kuala selangor,Mar-Apr_2015_SoalanBertulis_1-100_soalan-94.txt,Irmohizam Bin Ibrahim,menteri dalam negeri
sabak bernam,20150401_Parliamentary_Reply_soalan-41.txt,Mohd Fasiah Bin Mohd Fakeh,menteri dalam negeri
tebrau,20150518_Parliamentary_Reply_soalan-11.txt,Khoo Soo Seang,perdana menteri
,20150615_Parliamentary_Reply_soalan-73.txt,,menteri pengangkutan
kota kinabalu,20150518_20150618_S301_S400_soalan-334.txt,Wong Sze Phin,menteri kesihatan
jelutong,20150326_Parliamentary_Reply_soalan-16.txt,Ooi Chuan Aun,menteri pendidikan
jasin,20140612_soalan-55.txt,Ahmad Hamzah,menteri pendidikan
kuala krai,20150526_Parliamentary_Reply_soalan-46.txt,Mohd Hatta Md Ramli,menteri perdagangan dalam negeri koperasi dan kepenggunaan
cheras,20140317_51-60_soalan-59.txt,Tan Kok Wai,perdana menteri
,20140311_16-40_soalan-40.txt,,menteri kesihatan
,20151019_DR_JawabLisan_soalan-21.txt,,
,20151118__DR_JawabLisan_soalan-36.txt,,
,Soalan_8-61_Oct_7_soalan-13.txt,,perdana menteri
kuala kangsar,Soalan_08-55_Oct_13_soalan-9.txt,Wan Mohammad Khair-Il Anuar Bin Wan Ahmad,menteri dalam negeri
sepanggar 166,Mar-Apr_2015_SoalanBertulis_101-200_soalan-164_1439995929.txt,Jumat Idris,menteri kemajuan luar bandar dan wilayah
bayan baru,20151028__DR_JawabLisan_soalan-40.txt,Sim Tze Tzin,menteri dalam negeri
dungun,20150518_20150618_S301_S400_soalan-394.txt,Wan Hassan Mohd Ramli,perdana menteri
,20150323_Parliamentary_Reply_soalan-16.txt,,perdana menteri
isnin,20141110_Parliamentary_Reply_soalan-35.txt,Mohamad Imran Bin Abd Hamid,menteri pertahanan
,20140407_51-75_soalan-70.txt,,menteri kemajuan luar bandar dan wilayah
,20140312_61-79_soalan-78_1457586681.txt,,
pasir gudang,Soalan_7-54_Oct_30_soalan-22_1439372625.txt,Normala Abdul Samad,menteri pendidikan
sipitang,Soalan_10-62_Oct_9_soalan-60.txt,Sapawi Ahmad Wasali,menteri kewangan
gopeng,20151028__DR_JawabLisan_soalan-45.txt,Lee Boon Chye,menteri dalam negeri
bukit bintang,20150317_Parliamentary_Reply_soalan-20.txt,Fong Kui Lun,menteri wilayah persekutuan
bukit bendera,20150610_Parliamentary_Reply_soalan-30.txt,Zairil Khir Johari,menteri pendidikan
hulu rajang 1,20141118_Parliamentary_Reply_soalan-15.txt,Wilson Ugak Kumbong,menteri perusahaan perladangan dan komoditi
tanjong manis,20150611_Parliamentary_Reply_soalan-83.txt,,menteri pertanian dan industri asas tani
jasin,Soalan_11-49_Oct_29_soalan-17.txt,Ahmad Hamzah,menteri kewangan
,20141126_Parliamentary_Reply_soalan-16.txt,,menteri kemajuan luar bandar dan wilayah
sungai siput,Mar-Apr_2015_Soalan_Bertulis_401-500_soalan-480.txt,Michael Jeyakumar Devaraj,menteri kewangan
sepang,20140617_soalan-54.txt,Mohamed Hanipa Maidin,perdana menteri
batu kawan,20150317_Parliamentary_Reply_soalan-56.txt,Kasthuriraani Patto,menteri pembangunan wanita keluarga dan masyarakat
ketereh,20140312_41-60_soalan-0-intro.txt,Annuar Bin Musa,menteri komunikasi dan multimedia
tuaran,20150519_Parliamentary_Reply_soalan-60.txt,Wilfred Madius Tangau,perdana menteri
,20140323_1-60_soalan-43.txt,,menteri pertanian dan industri asas tani
sri aman,20140324_31-60_soalan-46.txt,Masir Kujat,menteri komunikasi dan multimedia
,20150518_20150618_S1_S100_soalan-82.txt,,menteri kesihatan
sarikei,Soalan_08-56_Oct_27_soalan-14.txt,Wong Ling Biu,menteri pendidikan
,20140616_soalan-36.txt,,menteri kesihatan
jerlun,20151103__DR_JawabLisan_soalan-9.txt,Othman Aziz,menteri perdagangan dalam negeri koperasi dan kepenggunaan
isnin 34,20141124_Parliamentary_Reply_soalan-34.txt,Wilson Ugak Kumbong,menteri kemajuan luar bandar dan wilayah
rantau panjang 1,20150406_Parliamentary_Reply_soalan-44.txt,Siti Zailah Binti Mohd Yusoff,perdana menteri
,20150324_Parliamentary_Reply_soalan-77.txt,,menteri dalam negeri
,20140609_soalan-96.txt,,menteri kemajuan luar bandar dan wilayah
penampang,20140619_soalan-113.txt,Ignatius Dorell Leiking,menteri kerja raya
seremban,20140323_1-60_soalan-53.txt,Loke Siew Fook,menteri kewangan
penampang 13 mac 2014,20140313_31-60_soalan-57.txt,Ignatius Dorell Leiking,perdana menteri
sibuti,20150518_20150618_S101_S200_soalan-191.txt,Ahmad Bin Bujang,menteri kesejahteraan bandar perumahan dan kerajaan tempatan
segambut,20150610_Parliamentary_Reply_soalan-46.txt,Lim Lip Eng,menteri pendidikan
kubang kerian,20141112_Parliamentary_Reply_soalan-44.txt,Ahmad Baihaki Bin Atiqullah,menteri pendidikan
,20150527_Parliamentary_Reply_soalan-62_1435138739.txt,,
rantau panjang,20140317_21-50_soalan-42.txt,Siti Zailah Binti Mohd Yusoff,menteri dalam negeri
sabak bernam,20140411_41-72_soalan-59.txt,Mohd Fasiah Bin Mohd Fakeh,perdana menteri
petaling java utara,20150311_Parliamentary_Reply_soalan-58.txt,Tony Pua Kiam Wee,menteri kewangan
kuala terengganu,20140610_soalan-29_1457585804.txt,Raja Kamarul Bahrin Shah,menteri sumber asli dan alam sekitar
mersing,20140324_61-76_soalan-71.txt,,perdana menteri
,20151022__DR_JawabLisan_soalan-34.txt,,
ampang,Soalan_8-54_Oct_8_soalan-28.txt,Zuraida Kamaruddin,menteri pembangunan wanita keluarga dan masyarakat
,Mar-Apr_2015_Soalan_Bertulis_201-300_soalan-300_1439995936.txt,,
kuala kedah,20141119_Parliamentary_Reply_soalan-20.txt,Azan Bin Ismail,menteri pendidikan
gerik,Oct_Bertulis_Soalan_1-100_soalan-46.txt,Hasbullah Bin Osman,menteri kewangan
kuala terengganu,Mar-Apr_2015_Soalan_Bertulis_401-500_soalan-414.txt,Raja Kamarul Bahrin Shah,menteri pelancongan dan kebudayaan
dungun,20150527_Parliamentary_Reply_soalan-75.txt,Wan Hassan Mohd Ramli,menteri dalam negeri
,20151125__DR_JawabLisan_soalan-21.txt,Hasan Arifin,menteri pertanian dan industri asas tani
,20140619_soalan-94.txt,,
pasir mas,Soalan_10-62_Oct_9_soalan-41.txt,Nik Mohamad Abduh Bin Nik Abdul Aziz,menteri dalam negeri
penampang,20150518_20150618_S501_S540_soalan-528.txt,Ignatius Dorell Leiking,perdana menteri
,20150527_Parliamentary_Reply_soalan-49.txt,,menteri kesihatan
pandan,20150518_Parliamentary_Reply_soalan-48.txt,Mohd Rafizi Bin Ramli,menteri kewangan
