area,file_name,minister,ministry
serdang,20150324_Parliamentary_Reply_soalan-73.txt,Ong Kian Ming,perdana menteri
,20150618_ParliamentaryReply_soalan-25.txt,,perdana menteri
pulai,20140619_soalan-109.txt,Nur Jazlan Mohamed,menteri pendidikan
kelana jaya,20140611_soalan-101_1457585939.txt,Wong Chen,menteri dalam negeri
,20140617_soalan-139.txt,,menteri pertanian dan industri asas tani
,20150518_20150618_S1_S100_soalan-100.txt,,menteri tenaga teknologi hijau dan air
setiu,20151201__DR_JawabLisan_soalan-29.txt,Che Mohamad Zulkifly Bin Jusoh,menteri pendidikan tinggi
bukit katil,20150528_Parliamentary_Reply_soalan-43.txt,Shamsul Iskandar Mohd Akin,menteri perdagangan dalam negeri koperasi dan kepenggunaan
,20150615_Parliamentary_Reply_soalan-24.txt,,
batu kawan,20140611_soalan-49.txt,Kasthuriraani Patto,perdana menteri
petaling java utara,Mar-Apr_2015_Soalan_Bertulis_201-300_soalan-276.txt,Tony Pua Kiam Wee,menteri kewangan
,20140313_31-60_soalan-49.txt,,menteri kesihatan
,20150318_Parliamentary_Reply_soalan-21.txt,,menteri pertanian dan industri asas tani
kota samarahan,20140610_soalan-168.txt,Rubiah Wang,menteri perusahaan perladangan dan komoditi
ampang,20150317_Parliamentary_Reply_soalan-38_1438594485.txt,Zuraida Kamaruddin,menteri pendidikan
,20140409_1-25_soalan-22_1457586632.txt,,
,20150319_Parliamentary_Reply_soalan-57.txt,,menteri sumber manusia
,20150316_Parliamentary_Reply_soalan-13.txt,,menteri pertanian dan industri asas tani
pulai,20140325_31-60_soalan-51.txt,Nur Jazlan Mohamed,menteri dalam negeri
,20150526_Parliamentary_Reply_soalan-42_1435138734.txt,,
,20151021__DR_JawabLisan_soalan-23.txt,,menteri kewangan
sipitang,20150325_Parliamentary_Reply_soalan-13.txt,Sapawi Ahmad Wasali,menteri pendidikan
dungun,Mar-Apr_2015_Soalan_Bertulis_401-500_soalan-419.txt,Wan Hassan Mohd Ramli,menteri dalam negeri
jerlun,Mar-Apr_2015_SoalanBertulis_1-100_soalan-8.txt,Othman Aziz,menteri perdagangan antarabangsa dan industri
silam,20151026_DR_JawabLisan_soalan-4.txt,Datu Nasrun Datu Mansur,menteri pendidikan
ampang,20150330_Parliamentary_Reply_soalan-68.txt,Zuraida Kamaruddin,menteri pendidikan
dungun,Soalan_08-56_Oct_27_soalan-24.txt,,menteri kerja raya
,20140411_41-72_soalan-69.txt,,
,20140312_41-60_soalan-48.txt,,menteri kesihatan
ipoh timor,20141125_Parliamentary_Reply_soalan-42.txt,Su Keong Siong,perdana menteri
sipitang,20140617_soalan-161.txt,Sapawi Ahmad Wasali,menteri pendidikan
langkawi,20150316_Parliamentary_Reply_soalan-21.txt,Nawawi Ahmad,menteri perdagangan dalam negeri koperasi dan kepenggunaan
indera mahkota,Mar-Apr_2015_Soalan_Bertulis_401-500_soalan-494.txt,Fauzi Bin Abdul Rahman,menteri kewangan
sabak bernam,20150615_Parliamentary_Reply_soalan-53.txt,Mohd Fasiah Bin Mohd Fakeh,menteri dalam negeri
,20140619_soalan-121.txt,,menteri kesihatan
,20140323_1-60_soalan-58.txt,,menteri kemajuan luar bandar dan wilayah
taiping,Soalan_7-54_Oct_30_soalan-28.txt,Nga Kor Ming,menteri kerja raya
,20151104__DR_JawabLisan_soalan-35.txt,,
baram,20151130__DR_JawabLisan_soalan-17.txt,Anyi Ngau,menteri pendidikan
tasek gelugor 1,Soalan_08-55_Oct_13_soalan-15.txt,Shabudin Yahaya,menteri pendidikan
kapar,20151103__DR_JawabLisan_soalan-45.txt,G Manivannan A/L Gowindasamy,menteri dalam negeri
simpang renggam,20150518_20150618_S101_S200_soalan-116.txt,Liang Teck Meng,menteri kewangan
lumut,20151201__DR_JawabLisan_soalan-45.txt,Mohamad Imran Bin Abd Hamid,perdana menteri
masjid tanah,20141119_Parliamentary_Reply_soalan-29.txt,Mas Ermieyati Samsudin,menteri kewangan
tanjong karang,20150323_Parliamentary_Reply_soalan-25.txt,Noh Bin Omar,menteri perdagangan dalam negeri koperasi dan kepenggunaan
stampin,20150518_20150618_S301_S400_soalan-340.txt,Julian Tan Kok Ping,menteri kesihatan
wangsa maju,Mar-Apr_2015_Soalan_Bertulis_501-578_soalan-545.txt,Tan Kee Kwong,menteri wilayah persekutuan
,20140408_1-25_soalan-0-intro.txt,,
paya besar,20140311_1-15_soalan-7.txt,Abdul Manan Ismail,menteri sumber manusia
serdang 1,20140617_soalan-118.txt,Ong Kian Ming,perdana menteri
rabu,20140618_soalan-140.txt,,menteri pertahanan
stampin,20150310_Parliamentary_Reply_soalan-42.txt,Julian Tan Kok Ping,menteri dalam negeri
,20150518_20150618_S401_S500_soalan-485.txt,,menteri tenaga teknologi hijau dan air
kalabakan,20151029__DR_JawabLisan_soalan-27.txt,Abdul Ghapur Salleh,menteri pendidikan
klang,20150325_Parliamentary_Reply_soalan-10.txt,Charles Anthony A/L R. Santiago,perdana menteri
bukit bintang,20150609_Parliamentary_Reply_soalan-74_1435138751.txt,Fong Kui Lun,perdana menteri
temerloh,20151019_DR_JawabLisan_soalan-51.txt,Nasrudin Bin Hassan,menteri sumber asli dan alam sekitar
kuala selangor,Oct_Bertulis_Soalan_1-100_soalan-94.txt,Irmohizam Bin Ibrahim,perdana menteri
serdang,20151103__DR_JawabLisan_soalan-35.txt,Ong Kian Ming,menteri kewangan
permatang pauh,Oct_Bertulis_Soalan_401-500_soalan-461.txt,Anwar Ibrahim,perdana menteri
jelebu,20150330_Parliamentary_Reply_soalan-55.txt,Zainudin Ismail,perdana menteri
kuala kangsar,20140612_soalan-35_1457586061.txt,Wan Mohammad Khair-Il Anuar Bin Wan Ahmad,perdana menteri
,20140617_soalan-62.txt,,
seremban,Oct_Bertulis_Soalan_301-400_soalan-303.txt,Loke Siew Fook,perdana menteri
lanang,20140312_15-40_soalan-20.txt,Alice Lau Kiong Yieng,menteri dalam negeri
kuala krai 1,20140318_26-60_soalan-50.txt,Mohd Hatta Md Ramli,menteri pendidikan
bandar kuching,20140312_41-60_soalan-55.txt,Chong Chieng Jen,perdana menteri
batu gajah,20151102__DR_JawabLisan_soalan-28.txt,Sivakumar A/L Varatharaju Naidu,menteri kewangan
kota kinabalu,20141119_Parliamentary_Reply_soalan-39.txt,Wong Sze Phin,menteri kerja raya
wangsa maju,Oct_Bertulis_Soalan_501-569_soalan-536.txt,Tan Kee Kwong,menteri wilayah persekutuan
,20150323_Parliamentary_Reply_soalan-63.txt,,menteri kesihatan
kuala kangsar,20140619_soalan-99.txt,Wan Mohammad Khair-Il Anuar Bin Wan Ahmad,menteri pembangunan wanita keluarga dan masyarakat
bukit bendera,20150323_Parliamentary_Reply_soalan-51.txt,Zairil Khir Johari,menteri sumber asli dan alam sekitar
,20150615_Parliamentary_Reply_soalan-64.txt,,menteri pengangkutan
,20150407_Parliamentary_Reply_soalan-15.txt,,menteri kesihatan
kulim bandar baharu,20151027_DR_JawabLisan_soalan-27.txt,,menteri perdagangan dalam negeri koperasi dan kepenggunaan
sungai siput,20150608_Parliamentary_Reply_soalan-16.txt,,menteri sumber asli dan alam sekitar
lpoh barat,20141120_Parliamentary_Reply_soalan-40.txt,M. Kulasegaran A/L V. Murugeson,menteri dalam negeri
,20151130__DR_JawabLisan_soalan-49_1452054478.txt,,
,20150618_ParliamentaryReply_soalan-31.txt,,menteri pertanian dan industri asas tani
labuan,20141112_Parliamentary_Reply_soalan-17.txt,,menteri sumber manusia
seremban,Mar-Apr_2015_Soalan_Bertulis_301-400_soalan-313.txt,Loke Siew Fook,perdana menteri
,20150323_Parliamentary_Reply_soalan-34.txt,,menteri kesihatan
,Oct_Bertulis_Soalan_301-400_soalan-386.txt,,menteri pertanian dan industri asas tani
alor gajah,Soalan_7-54_Oct_30_soalan-35.txt,Koh Nai Kwong,perdana menteri
kuala nerus,Oct_Bertulis_Soalan_401-500_soalan-402.txt,Mohd Khairuddin Bin Aman Razali,perdana menteri
raub,20150518_20150618_S201_S300_soalan-259.txt,Ariff Sabri Abd Aziz,menteri kewangan
tasek gelugor,201406_SoalanBertulis_soalan-32.txt,Shabudin Yahaya,perdana menteri
,20151022__DR_JawabLisan_soalan-33.txt,,menteri pendidikan
kampar,20151019_DR_JawabLisan_soalan-42.txt,Ko Chung Sen,menteri kewangan
,20150518_20150618_S1_S100_soalan-97.txt,,menteri belia dan sukan
bukit bendera,20140324_1-30_soalan-4.txt,Zairil Khir Johari,menteri pendidikan
,20150310_Parliamentary_Reply_soalan-14.txt,,menteri kesihatan
raub,Oct_Bertulis_Soalan_201-300_soalan-255.txt,Ariff Sabri Abd Aziz,menteri kewangan
merbok,20150528_Parliamentary_Reply_soalan-65_1435138743.txt,Ismail Bin Daut,menteri pertanian dan industri asas tani
julau,Soalan_7-54_Oct_30_soalan-47.txt,Joseph Salang Gandum,menteri kewangan
parit,20150310_Parliamentary_Reply_soalan-36.txt,Mohd Zaim Bin Abu Hasan,perdana menteri
kepong,20150518_Parliamentary_Reply_soalan-30.txt,Tan Seng Giaw,menteri dalam negeri
,Mar-Apr_2015_Soalan_Bertulis_201-300_soalan-272.txt,,perdana menteri
jerlun,20150618_ParliamentaryReply_soalan-19.txt,Othman Aziz,menteri perdagangan dalam negeri koperasi dan kepenggunaan
kubang kerian,20150520_Parliamentary_Reply_soalan-24.txt,Ahmad Baihaki Bin Atiqullah,perdana menteri
marang,20150518_Parliamentary_Reply_soalan-14.txt,Abdul Hadi Bin Awang,perdana menteri
wangsa maju,20140408_26-50_soalan-45.txt,Tan Kee Kwong,menteri wilayah persekutuan
bukit gelugor,20150526_Parliamentary_Reply_soalan-44.txt,Karpal Singh,menteri dalam negeri
kuala nerus,20140616_soalan-99_1457586152.txt,Mohd Khairuddin Bin Aman Razali,perdana menteri
,20150611_Parliamentary_Reply_soalan-30.txt,,menteri sumber manusia
shah alam,20140619_soalan-28.txt,Khalid Abdul Samad,perdana menteri
,20151202__DR_JawabLisan_soalan-18.txt,,menteri belia dan sukan
,20150616_Parliamentary_Reply_soalan-20.txt,,menteri pertanian dan industri asas tani
setiawangsa,20150318_Parliamentary_Reply_soalan-65.txt,Ahmad Fauzi Zahari,perdana menteri
,20150408_Parliamentary_Reply_soalan-45.txt,,perdana menteri
kota samarahan,20140616_soalan-39.txt,Rubiah Wang,menteri dalam negeri
,20151019_DR_JawabLisan_soalan-2.txt,Noor Azmi Bin Ghazali,menteri pertanian dan industri asas tani
pokok sena,Soalan_08-59_Oct_14_soalan-41.txt,Mahfuz Haji Omar,perdana menteri
batu gajah,20150609_Parliamentary_Reply_soalan-14.txt,Sivakumar A/L Varatharaju Naidu,menteri pendidikan
lpoh timor,Soalan_11-49_Oct_29_soalan-23_1439372620.txt,Su Keong Siong,perdana menteri
,Soalan_07-56_Oct_17_soalan-28.txt,,menteri kesihatan
bukit katil 1,20141103_Parliamentary_Reply_soalan-10.txt,Shamsul Iskandar Mohd Akin,perdana menteri
,20150406_Parliamentary_Reply_soalan-55.txt,,menteri pertanian dan industri asas tani
batu,20150518_20150618_S401_S500_soalan-497_1439717436.txt,Chua Tian Chang,perdana menteri
,20140325_61-76_soalan-61_1457586828.txt,,
taiping,Mar-Apr_2015_Soalan_Bertulis_201-300_soalan-234.txt,Nga Kor Ming,menteri perdagangan antarabangsa dan industri
,20141126_Parliamentary_Reply_soalan-20.txt,,menteri kewangan
ketereh,20150518_20150618_S1_S100_soalan-25.txt,Annuar Bin Musa,menteri perdagangan antarabangsa dan industri
isnin,20140331_1-30_soalan-5.txt,Wee Jeck Seng,menteri belia dan sukan
petaling jaya selatan,20140402_54-75_soalan-60.txt,Hee Loy Sian,menteri pembangunan wanita keluarga dan masyarakat
,Mar-Apr_2015_SoalanBertulis_1-100_soalan-53.txt,,perdana menteri
lubok antu,20150402_Parliamentary_Reply_soalan-15.txt,William Nyallau Badak,menteri kewangan
parit,201406_SoalanBertulis_soalan-51.txt,,menteri luar negeri
pokok sena,20151126__DR_JawabLisan_soalan-48.txt,Mahfuz Haji Omar,menteri dalam negeri
stampin,20140612_soalan-117.txt,Julian Tan Kok Ping,menteri kewangan
bagan serai,2014040_71-25_soalan-21.txt,Noor Azmi Bin Ghazali,perdana menteri
klang,Oct_Bertulis_Soalan_201-300_soalan-276.txt,Charles Anthony A/L R. Santiago,perdana menteri
hulu langat,20150323_Parliamentary_Reply_soalan-66.txt,Che Rosli Bin Che Mat,perdana menteri
bintulu,20140324_1-30_soalan-3.txt,Tiong King Sing,menteri perdagangan dalam negeri koperasi dan kepenggunaan
kampar,20150608_Parliamentary_Reply_soalan-70.txt,Ko Chung Sen,menteri kewangan
jerlun,20140611_soalan-124.txt,Othman Aziz,menteri pelancongan dan kebudayaan
sik 12,Mar-Apr_2015_SoalanBertulis_1-100_soalan-12.txt,Mansor Bin Abd Rahman,menteri kemajuan luar bandar dan wilayah
,20140320_31-60_soalan-35.txt,,
seremban,20151021__DR_JawabLisan_soalan-45.txt,Loke Siew Fook,menteri sumber asli dan alam sekitar
bukit mertajam,20140320_31-60_soalan-58.txt,Sim Chee Keong,menteri dalam negeri
petaling jaya selatan,Mar-Apr_2015_Soalan_Bertulis_501-578_soalan-524.txt,Hee Loy Sian,menteri dalam negeri
,20140609_soalan-33.txt,,menteri luar negeri
,20140611_soalan-15.txt,,menteri tenaga teknologi hijau dan air
pasir mas,20150518_20150618_S301_S400_soalan-372.txt,Nik Mohamad Abduh Bin Nik Abdul Aziz,menteri sumber asli dan alam sekitar
kota kinabalu,Oct_Bertulis_Soalan_301-400_soalan-331.txt,Wong Sze Phin,menteri kerja raya
hulu rajang 66,20150318_Parliamentary_Reply_soalan-66.txt,Wilson Ugak Kumbong,menteri kemajuan luar bandar dan wilayah
kota melaka,20150316_Parliamentary_Reply_soalan-50.txt,Sim Tong Him,perdana menteri
putatan,20140617_soalan-159.txt,Marcus Mojigoh,menteri sumber manusia
,20140617_soalan-83.txt,,menteri kesihatan
,20150618_ParliamentaryReply_soalan-65_1452054424.txt,,
sik 1,Soalan_08-55_Oct_13_soalan-25.txt,Mansor Bin Abd Rahman,menteri perusahaan perladangan dan komoditi
gerik,Mar-Apr_2015_SoalanBertulis_1-100_soalan-47.txt,Hasbullah Bin Osman,menteri perusahaan perladangan dan komoditi
,20140612_soalan-119.txt,,perdana menteri
,Soalan_08-55_Oct_13_soalan-29.txt,,menteri kesihatan
,20150617_Parliamentary_Reply_soalan-0-intro.txt,,menteri sumber manusia
sarikei,2014040_71-25_soalan-18.txt,Wong Ling Biu,menteri kerja raya
sabak bernam,20150317_Parliamentary_Reply_soalan-3.txt,Mohd Fasiah Bin Mohd Fakeh,menteri pendidikan
telok intan,20140325_1-30_soalan-10.txt,,menteri perdagangan dalam negeri koperasi dan kepenggunaan
kalabakan,20150518_Parliamentary_Reply_soalan-19.txt,Abdul Ghapur Salleh,menteri dalam negeri
jelutung,20140617_soalan-69.txt,,perdana menteri
,20140609_soalan-0.txt,,
paya besar,20151201__DR_JawabLisan_soalan-25.txt,Abdul Manan Ismail,menteri kerja raya
,20140409_1-25_soalan-3.txt,,menteri belia dan sukan
gombak,Oct_Bertulis_Soalan_501-569_soalan-null.txt,Ali Mohamed,perdana menteri
,Mar-Apr_2015_Soalan_Bertulis_501-578_soalan-536.txt,,menteri sumber manusia
batu sapi,20150310_Parliamentary_Reply_soalan-24.txt,Tsen Thau Lin,menteri kewangan
lawas,20140409_1-25_soalan-11.txt,Henry Sum Agong,menteri perdagangan dalam negeri koperasi dan kepenggunaan
pasir gudang,20140618_soalan-44.txt,Normala Abdul Samad,menteri dalam negeri
,20140311_1-15_soalan-01_1457586642.txt,,
sipitang 1,20150407_Parliamentary_Reply_soalan-41.txt,Sapawi Ahmad Wasali,menteri dalam negeri
parit buntar 1,20140618_soalan-93.txt,Dr. Mujahid Yusof Rawa,menteri pendidikan
kanowit,20151125__DR_JawabLisan_soalan-39.txt,Aaron Ago Dagang,menteri sumber manusia
,20151118__DR_JawabLisan_soalan-46.txt,,perdana menteri
bukit gelugor 1,20140331_31-60_soalan-45.txt,Jagdeep Singh Deo A/L Karpal Singh,menteri dalam negeri
,Soalan_10-62_Oct_9_soalan-0-intro.txt,,menteri pendidikan
,20151022__DR_JawabLisan_soalan-22.txt,,menteri perdagangan dalam negeri koperasi dan kepenggunaan
silam,20151125__DR_JawabLisan_soalan-27.txt,Datu Nasrun Datu Mansur,menteri luar negeri
,20150310_Parliamentary_Reply_soalan-39.txt,,menteri belia dan sukan
,20140411_41-72_soalan-41.txt,,menteri kemajuan luar bandar dan wilayah
,Mar-Apr_2015_Soalan_Bertulis_201-300_soalan-243.txt,,perdana menteri
isnin,20150528_Parliamentary_Reply_soalan-24_1435138742.txt,Wong Ling Biu,perdana menteri
,20150618_ParliamentaryReply_soalan-41.txt,,perdana menteri
isnin 108,20140616_soalan-108.txt,Mohamad Abdul Rahman,menteri kemajuan luar bandar dan wilayah
,Mar-Apr_2015_Soalan_Bertulis_501-578_soalan-525.txt,,perdana menteri
kota kinabalu,20140405_26-50_soalan-47.txt,Wong Sze Phin,perdana menteri
kota samarahan,20150402_Parliamentary_Reply_soalan-27.txt,Rubiah Wang,perdana menteri
kulai,20140616_soalan-128.txt,Teo Nie Ching,perdana menteri
,Oct_Bertulis_Soalan_1-100_soalan-11.txt,,
kota bharu,20150319_Parliamentary_Reply_soalan-52.txt,Takiyuddin Bin Hassan,menteri kewangan
libaran,20140618_soalan-117.txt,Juslie Ajirol,perdana menteri
batu pahat,20140319_1-20_soalan-6.txt,,menteri pendidikan
bintulu,20151118__DR_JawabLisan_soalan-49.txt,Tiong King Sing,menteri dalam negeri
,Oct_Bertulis_Soalan_401-500_soalan-0-intro.txt,,perdana menteri
,20151021__DR_JawabLisan_soalan-21.txt,,
,Soalan_08-56_Oct_27_soalan-56.txt,,menteri pelancongan dan kebudayaan
,20151201__DR_JawabLisan_soalan-47.txt,,perdana menteri
kampar,20150316_Parliamentary_Reply_soalan-47.txt,Ko Chung Sen,menteri pendidikan
selayang,20150618_ParliamentaryReply_soalan-49.txt,William Leong Jee Keen,menteri dalam negeri
,20151022__DR_JawabLisan_soalan-24.txt,,menteri kewangan
kluang,20140610_soalan-51.txt,Liew Chin Tong,perdana menteri
,20140612_soalan-122.txt,,menteri pertanian dan industri asas tani
batu kawan,20150518_Parliamentary_Reply_soalan-69.txt,Kasthuriraani Patto,perdana menteri
kulim bandar baharu,20140312_15-40_soalan-21.txt,,menteri pendidikan
kulim bandar baharu,20150323_Parliamentary_Reply_soalan-23.txt,,perdana menteri
kota kinabalu 1,20141103_Parliamentary_Reply_soalan-18.txt,Wong Sze Phin,menteri sumber asli dan alam sekitar
,20150611_Parliamentary_Reply_soalan-29.txt,,
,Soalan_08-56_Oct_27_soalan-0-intro.txt,,menteri sumber asli dan alam sekitar
pendang,20151027_DR_JawabLisan_soalan-45.txt,Othman Bin Abdul,menteri pertanian dan industri asas tani
,20140325_1-30_soalan-25.txt,,
,20150616_Parliamentary_Reply_soalan-75.txt,,menteri kemajuan luar bandar dan wilayah
kulai,20151118__DR_JawabLisan_soalan-48.txt,Teo Nie Ching,menteri kewangan
,20150312_Parliamentary_Reply_soalan-14.txt,,menteri kesihatan
,20151021__DR_JawabLisan_soalan-36.txt,,perdana menteri
rantau panjang,20140616_soalan-40.txt,Siti Zailah Binti Mohd Yusoff,menteri pendidikan
stampin 1,20141104_Parliamentary_Reply_soalan-32.txt,Julian Tan Kok Ping,perdana menteri
,20140317_1-20_soalan-12.txt,,menteri kesihatan
,20150325_Parliamentary_Reply_soalan-34.txt,,
,20140611_soalan-7.txt,,menteri kerja raya
,Oct_Bertulis_Soalan_501-569_soalan-565.txt,,menteri kemajuan luar bandar dan wilayah
tebrau,20140612_soalan-107.txt,Khoo Soo Seang,menteri pendidikan
,20141104_Parliamentary_Reply_soalan-22.txt,,menteri kesihatan
selasa,20140617_soalan-57.txt,,menteri pertahanan
,20150408_Parliamentary_Reply_soalan-17.txt,,menteri pertanian dan industri asas tani
penampang,20150402_Parliamentary_Reply_soalan-22.txt,Ignatius Dorell Leiking,menteri pendidikan
,20150520_Parliamentary_Reply_soalan-46.txt,,perdana menteri
jasin,20151123__DR_JawabLisan_soalan-11.txt,Ahmad Hamzah,perdana menteri
ketereh,20141112_Parliamentary_Reply_soalan-27.txt,Annuar Bin Musa,menteri kewangan
,20140408_51-67_soalan-55.txt,,menteri kesihatan
lndera mahkota,20140325_1-30_soalan-20.txt,Fauzi Bin Abdul Rahman,perdana menteri
bayan baru,20150609_Parliamentary_Reply_soalan-67.txt,Sim Tze Tzin,perdana menteri
subang,20150518_20150618_S401_S500_soalan-484.txt,Sivarasa Rasiah,menteri dalam negeri
bintulu,20140408_26-50_soalan-48.txt,Tiong King Sing,menteri sumber asli dan alam sekitar
bagan,20140616_soalan-7.txt,Lim Guan Eng,menteri kewangan
,Soalan_7-54_Oct_30_soalan-13.txt,,menteri dalam negeri
tanjong manis,20150326_Parliamentary_Reply_soalan-0.txt,,perdana menteri
isnin 81,20140609_soalan-80_1457585795.txt,Mansor Bin Othman,menteri kemajuan luar bandar dan wilayah
,20140318_1-25_soalan-10.txt,,menteri dalam negeri
temerloh,20140617_soalan-11_1457586161.txt,Nasrudin Bin Hassan,menteri kewangan
,20140324_1-30_soalan-30.txt,,menteri tenaga teknologi hijau dan air
,Oct_Bertulis_Soalan_501-569_soalan-513.txt,,menteri dalam negeri
,20140611_soalan-99_1457585935.txt,,
,Oct_Bertulis_Soalan_501-569_soalan-569.txt,,perdana menteri
,20150312_Parliamentary_Reply_soalan-36.txt,,perdana menteri
tanah merah bn,20140318_1-25_soalan-81.txt,Ikmal Hisham Bin Abdul Aziz,menteri belia dan sukan
ampang,20151116__DR_JawabLisan_soalan-35.txt,Zuraida Kamaruddin,menteri perdagangan dalam negeri koperasi dan kepenggunaan
selasa 13,Soalan_08-59_Oct_14_soalan-13.txt,Juslie Ajirol,menteri perdagangan antarabangsa dan industri
parit,20141111_Parliamentary_Reply_soalan-37_1439372491_1439372491.txt,,menteri kesejahteraan bandar perumahan dan kerajaan tempatan
bukit bintang,Oct_Bertulis_Soalan_201-300_soalan-292.txt,Fong Kui Lun,menteri kewangan
sandakan,20140402_1-30_soalan-16.txt,Wong Tien Fatt,menteri pendidikan
pulai,20150617_Parliamentary_Reply_soalan-64.txt,Nur Jazlan Mohamed,menteri komunikasi dan multimedia
keningau,20150402_Parliamentary_Reply_soalan-50.txt,Joseph Pairin Kitingan,menteri dalam negeri
jasin,20150330_Parliamentary_Reply_soalan-41.txt,Ahmad Hamzah,menteri kewangan
pokok sena,20150518_20150618_S301_S400_soalan-359.txt,Mahfuz Haji Omar,menteri dalam negeri
kelana java,20141126_Parliamentary_Reply_soalan-33.txt,Wong Chen,menteri kewangan
padang besar,20140403_1-36_soalan-11.txt,Zahidi Bin Zainul Abidin,menteri kewangan
cheras 1,20150325_Parliamentary_Reply_soalan-18.txt,Tan Kok Wai,menteri wilayah persekutuan
rasah,20150311_Parliamentary_Reply_soalan-30.txt,Teo Kok Seong,menteri pendidikan
rabu,20141112_Parliamentary_Reply_soalan-38.txt,,menteri belia dan sukan
sungai siput,20151022__DR_JawabLisan_soalan-38.txt,Michael Jeyakumar Devaraj,menteri pendidikan
batu sapi,20151102__DR_JawabLisan_soalan-11.txt,Tsen Thau Lin,menteri kewangan
selayang,20150518_20150618_S401_S500_soalan-4.txt,William Leong Jee Keen,perdana menteri
tanjong manis,20140617_soalan-150_1457586185.txt,,menteri kewangan
,20150615_Parliamentary_Reply_soalan-70.txt,,menteri kesihatan
bagan,20150317_Parliamentary_Reply_soalan-58.txt,Lim Guan Eng,menteri kewangan
lipis,20140616_soalan-17.txt,Mohamad Abdul Rahman,menteri kewangan
pandan,20151124__DR_JawabLisan_soalan-54.txt,Mohd Rafizi Bin Ramli,menteri luar negeri
rantau panjang,Oct_Bertulis_Soalan_301-400_soalan-383.txt,Siti Zailah Binti Mohd Yusoff,menteri sumber asli dan alam sekitar
petaling java utara,Soalan_07-56_Oct_16_soalan-42.txt,Tony Pua Kiam Wee,menteri kewangan
batukawan,Mar-Apr_2015_Soalan_Bertulis_201-300_soalan-218.txt,Kasthuriraani Patto,menteri dalam negeri
julau,20151019_DR_JawabLisan_soalan-40.txt,Joseph Salang Gandum,menteri pendidikan
bakri,Mar-Apr_2015_Soalan_Bertulis_301-400_soalan-325.txt,Er Teck Hwa,menteri dalam negeri
,Soalan_08-56_Oct_27_soalan-38.txt,Charles Anthony A/L R. Santiago,menteri perdagangan antarabangsa dan industri
tuaran,20140610_soalan-48.txt,Wilfred Madius Tangau,menteri pendidikan
,20150615_Parliamentary_Reply_soalan-35.txt,,
,20150518_20150618_S301_S400_soalan-332.txt,,menteri pembangunan wanita keluarga dan masyarakat
silam,20140401_31-60_soalan-52_1457586550.txt,Datu Nasrun Datu Mansur,perdana menteri
kota melaka,20151126__DR_JawabLisan_soalan-31.txt,Sim Tong Him,menteri pelancongan dan kebudayaan
,20141118_Parliamentary_Reply_soalan-38.txt,Sulaiman Bin Haji Abdul Razak,menteri perdagangan dalam negeri koperasi dan kepenggunaan
bukit bintang,20151021__DR_JawabLisan_soalan-51.txt,Fong Kui Lun,menteri dalam negeri
,20150402_Parliamentary_Reply_soalan-39.txt,,perdana menteri
penampang,20141103_Parliamentary_Reply_soalan-36.txt,Ignatius Dorell Leiking,perdana menteri
,20140408_26-50_soalan-41.txt,,menteri pertanian dan industri asas tani
,Mar-Apr_2015_Soalan_Bertulis_501-578_soalan-550.txt,,perdana menteri
,20150518_20150618_S301_S400_soalan-304.txt,,perdana menteri
,20140616_soalan-8.txt,,menteri kemajuan luar bandar dan wilayah
,Oct_Bertulis_Soalan_1-100_soalan-52.txt,,
kapar,20140619_soalan-156.txt,G Manivannan A/L Gowindasamy,menteri dalam negeri
,20150610_Parliamentary_Reply_soalan-50.txt,,menteri kewangan
,20150408_Parliamentary_Reply_soalan-56.txt,,perdana menteri
rabu,20140312_41-60_soalan-44.txt,Raime Unggi,menteri belia dan sukan
,20140318_26-60_soalan-38.txt,Tiong King Sing,menteri kerja raya
kuala selangor,20150312_Parliamentary_Reply_soalan-38.txt,Irmohizam Bin Ibrahim,menteri sumber asli dan alam sekitar
raub,20151126__DR_JawabLisan_soalan-51.txt,Ariff Sabri Abd Aziz,perdana menteri
tenom,20150518_20150618_S101_S200_soalan-168.txt,Raime Unggi,menteri perdagangan dalam negeri koperasi dan kepenggunaan
dungun,20151124__DR_JawabLisan_soalan-53.txt,Wan Hassan Mohd Ramli,menteri kewangan
gerik,20151117__DR_JawabLisan_soalan-33.txt,Hasbullah Bin Osman,menteri pelancongan dan kebudayaan
,20150518_20150618_S501_S540_soalan-523.txt,,perdana menteri
,20140609_soalan-127.txt,,menteri tenaga teknologi hijau dan air
pokok sena 1,20150316_Parliamentary_Reply_soalan-16.txt,Mahfuz Haji Omar,menteri dalam negeri
,20140609_soalan-123_1457585797.txt,,
,Mar-Apr_2015_Soalan_Bertulis_501-578_soalan-566.txt,,menteri pertanian dan industri asas tani
kangar,Oct_Bertulis_Soalan_1-100_soalan-1.txt,Shaharuddin Bin Ismail,menteri pertahanan
taiping,20150609_Parliamentary_Reply_soalan-66.txt,Nga Kor Ming,perdana menteri
,Soalan_07-56_Oct_17_soalan-46.txt,Nawawi Ahmad,menteri perdagangan antarabangsa dan industri
,20140311_1-15_soalan-3.txt,,menteri tenaga teknologi hijau dan air
sungai petani,20150325_Parliamentary_Reply_soalan-12.txt,Johari Bin Abdullah,menteri dalam negeri
,20151118__DR_JawabLisan_soalan-18.txt,,menteri kesihatan
telok kemang 1662014 i mim i w ii,20140616_soalan-2.txt,Kamarul Baharin Abbas,menteri pertahanan
